T,RepDrt,loc_rules_bi,trad_rules_bi,more_loc_rules_bi,more_trad_rules_bi,TAMBelow1st,TAMBelow2nd,SPI3Below1st,SPI3Below2nd,vio_support,DataVCI,DataTI3,SumPre5_50k,SPI3mean2013_07_2014_06,Var_low,age,gender,employed_q3,formal_education_q5,pastoral_q6,low_ses_q15,included_q11,attacked_1yr,eth_match,gender_match,weather_lied
0.9732406464710714,-1.1734854197601872,1.7027312373619632,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,1.7194840199873034,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-0.9710813000193775,-0.28755628672733063,2.2624192637546985,0.8679129954503552,-0.5777074651511374,0.48395145647479887,0.9951823513631669,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,1.7027312373619632,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,1.7194840199873034,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.6348573046480088,-0.9710813000193775,-0.28755628672733063,2.2624192637546985,0.8679129954503552,-0.5777074651511374,-0.7265454734486929,-1.004094432121643,-1.0882024170585536,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,2.1459053121508385,1.5400228116317818,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,1.7194840199873034,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.32527520328032833,-0.9710813000193775,-0.28755628672733063,2.2624192637546985,0.8679129954503552,-0.5777074651511374,0.2569832821141441,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,1.7127438454311306,0.6120406933230917,2.1459053121508385,1.5400228116317818,0.9892846498966353,-0.21779703637655656
0.9732406464710714,0.8515291635695715,1.7027312373619632,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,1.7194840199873034,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.6348573046480088,-0.9710813000193775,-0.28755628672733063,2.2624192637546985,0.8679129954503552,-0.5777074651511374,-0.8022015315689112,-1.004094432121643,-1.0882024170585536,-0.6942769440865565,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,1.7194840199873034,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-0.9710813000193775,-0.28755628672733063,2.2624192637546985,0.8679129954503552,-0.5777074651511374,-0.12129700848694706,0.9951823513631669,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,2.1459053121508385,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,1.7194840199873034,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-0.9710813000193775,-0.28755628672733063,2.2624192637546985,0.8679129954503552,-0.5777074651511374,-0.3482651828476018,-1.004094432121643,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.15479105068384036,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,-1.1804818221700024,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,1.5400228116317818,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,1.7027312373619632,1.5650753626482234,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,1.164855979556763,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,1.7027312373619632,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,1.2405120376769811,0.9951823513631669,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,1.5400228116317818,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,1.7027312373619632,1.5650753626482234,2.1904695239043996,2.378898649298595,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,-0.6508894153284748,-1.004094432121643,-1.0882024170585536,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,1.7027312373619632,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.15479105068384036,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,1.2405120376769811,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,1.7027312373619632,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.6348573046480088,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,0.10567116587370766,0.9951823513631669,-1.0882024170585536,1.439277317878067,-0.7746157148323706,1.7127438454311306,0.6120406933230917,2.1459053121508385,1.5400228116317818,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,0.8515291635695715,1.7027312373619632,1.5650753626482234,2.1904695239043996,2.378898649298595,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,0.1813272239939259,0.9951823513631669,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,3.0351885744688514,-1.3688578509933063,-0.28755628672733063,2.227687049730338,0.6958878857308776,-0.5777074651511374,-0.6508894153284748,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,-1.029169705929566,-1.004094432121643,-1.0882024170585536,1.439277317878067,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,0.8515291635695715,1.7027312373619632,1.5650753626482234,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.32527520328032833,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,0.4082953983545806,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,2.1459053121508385,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,1.7027312373619632,-0.6384721667707189,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,-0.6508894153284748,0.9951823513631669,-1.0882024170585536,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,1.7027312373619632,1.5650753626482234,2.1904695239043996,2.378898649298595,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.32527520328032833,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,0.33263934023436237,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,0.8515291635695715,-0.5868554214684087,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.6348573046480088,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,-0.6508894153284748,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,1.7127438454311306,0.6120406933230917,2.1459053121508385,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,1.5650753626482234,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.6348573046480088,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,0.03001510775348942,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,2.1459053121508385,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,0.2569832821141441,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,0.8515291635695715,1.7027312373619632,1.5650753626482234,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.6446795068879312,-0.28755628672733063,2.436080333876499,0.7102051424333438,-0.5777074651511374,0.6352635727152354,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,-0.6508894153284748,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,2.1459053121508385,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.15479105068384036,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,-1.104825764049784,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.5949898125763458,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,-1.104825764049784,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,1.5400228116317818,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,0.6352635727152354,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,-1.1804818221700024,-1.004094432121643,-1.0882024170585536,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,-0.4995772990880383,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,2.378898649298595,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,1.467480212037636,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,2.1459053121508385,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.6132184466493796,-0.5777074651511374,-1.1804818221700024,-1.004094432121643,-1.0882024170585536,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,-0.4995772990880383,-1.004094432121643,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,0.4082953983545806,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,-0.2726091247273835,0.9951823513631669,-1.0882024170585536,1.439277317878067,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,-0.6508894153284748,-1.004094432121643,-1.0882024170585536,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,0.6348573046480088,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,-0.12129700848694706,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,-0.6508894153284748,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.371972020472267,-0.28755628672733063,2.366615905827779,0.3217859625027363,-0.5777074651511374,-0.3482651828476018,0.9951823513631669,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.7329892032263544,-0.5777074651511374,0.7109196308354536,0.9951823513631669,-1.0882024170585536,1.439277317878067,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,-1.010080423317886,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.7329892032263544,-0.5777074651511374,1.0135438633163265,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,1.7127438454311306,0.6120406933230917,-0.46565757225696314,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
-1.0267317354374201,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,2.1904695239043996,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.7329892032263544,-0.5777074651511374,-0.8022015315689112,0.9951823513631669,0.9182639574083139,1.439277317878067,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,-0.46565757225696314,1.5400228116317818,-1.010080423317886,-0.21779703637655656
0.9732406464710714,-1.1734854197601872,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,-0.8053414572444968,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.7329892032263544,-0.5777074651511374,-1.2561378802902206,-1.004094432121643,0.9182639574083139,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,0.6120406933230917,2.1459053121508385,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
0.9732406464710714,0.8515291635695715,-0.5868554214684087,-0.6384721667707189,-0.4561839582996595,-0.4200502859775491,-0.5811377403535618,-0.3432966306301521,-0.5777074651511374,-0.34599324859571257,1.1149235586121773,-1.4895068040330457,-0.28755628672733063,2.366615905827779,0.7329892032263544,-0.5777074651511374,-1.104825764049784,0.9951823513631669,-1.0882024170585536,-0.6942769440865565,-0.7746157148323706,-0.5834246963520384,-1.632664410799201,2.1459053121508385,-0.6488586080687233,0.9892846498966353,-0.21779703637655656
